"Time","Packed_OW1","Packed_RGB","Packed_OW2","Packed_KEG"
2025-09-01 20:00:00,48,0,43.2,0
2025-09-01 21:00:00,47,,16,0
2025-09-01 22:00:00,0,0,104,0
2025-09-01 23:00:00,0,0,141,0
2025-09-02 00:00:00,112,0,162,0
2025-09-02 01:00:00,185,0,159,0
2025-09-02 02:00:00,125,0,163,0
2025-09-02 03:00:00,214,0,141,0
2025-09-02 04:00:00,223,0,138,0
2025-09-02 05:00:00,192,0,145,0
2025-09-02 06:00:00,180,0,157,0
2025-09-02 07:00:00,109,19.7,153,0
2025-09-02 08:00:00,204,41.5,149,0
2025-09-02 09:00:00,116,49.6,1,0
2025-09-02 10:00:00,120,42.2,107,0
2025-09-02 11:00:00,218,17.1,158,0
2025-09-02 12:00:00,164,46.5,134,0
2025-09-02 13:00:00,202,53.0,141,0
2025-09-02 14:00:00,186,1.70,139,0
2025-09-02 15:00:00,139,47.3,169,0
2025-09-02 16:00:00,208,40.8,165,0
2025-09-02 17:00:00,182,24.2,140,0
2025-09-02 18:00:00,196,51.5,168,0
2025-09-02 19:00:00,222,26.4,172,0
2025-09-02 20:00:00,215,0,161,0
2025-09-02 21:00:00,183,,165,46.6
2025-09-02 22:00:00,141,0,169,18.9
2025-09-02 23:00:00,186,0,153,0
2025-09-03 00:00:00,222,0,138,0.380
2025-09-03 01:00:00,222,0,167,44.4
2025-09-03 02:00:00,219,0,163,33.0
2025-09-03 03:00:00,215,0,161,30.6
2025-09-03 04:00:00,173,0,138,30.5
2025-09-03 05:00:00,222,0,169,30.5
2025-09-03 06:00:00,204,0,135,30.4
2025-09-03 07:00:00,198,0,149,30.2
2025-09-03 08:00:00,190,0,166,30.5
2025-09-03 09:00:00,41,0,167,30.3
2025-09-03 10:00:00,183,0,88,30.7
2025-09-03 11:00:00,221,0,83,30.3
2025-09-03 12:00:00,218,0,89,29.9
2025-09-03 13:00:00,221,0,166,30.3
2025-09-03 14:00:00,173,0,128,30.5
2025-09-03 15:00:00,182,0,165,30.7
2025-09-03 16:00:00,222,0,163,30.8
2025-09-03 17:00:00,146,0,162,30.7
2025-09-03 18:00:00,140,0,165,30.7
2025-09-03 19:00:00,140,0,159,30.6
2025-09-03 20:00:00,70,0,157,30.7
2025-09-03 21:00:00,130,0,170,34.3
2025-09-03 22:00:00,0,0,153,
2025-09-03 23:00:00,,0,141,0
2025-09-04 00:00:00,0,0,155,0
2025-09-04 01:00:00,113,0,161,0
2025-09-04 02:00:00,141,0,172,0
2025-09-04 03:00:00,70.1,0,169,11.4
2025-09-04 04:00:00,62.1,0,148,47.3
2025-09-04 05:00:00,108,0,130,38.6
2025-09-04 06:00:00,123,0,0,30.3
2025-09-04 07:00:00,137,0,,30.3
2025-09-04 08:00:00,109,0,0,30.2
2025-09-04 09:00:00,115,0,0,30.2
2025-09-04 10:00:00,111,0,55.3,30.3
2025-09-04 11:00:00,127,0,98.1,30.7
2025-09-04 12:00:00,113,0,83.8,30.5
2025-09-04 13:00:00,126,0,71.3,36.8
2025-09-04 14:00:00,112,0,67.9,26.9
2025-09-04 15:00:00,112,0,72.9,5.40
2025-09-04 16:00:00,100,0,102,45.9
2025-09-04 17:00:00,144,0,67.6,32.8
2025-09-04 18:00:00,103,0,109,30.6
2025-09-04 19:00:00,131,0,119,31.1
2025-09-04 20:00:00,142,0,114,39.9
2025-09-04 21:00:00,119,0,106,32.7
2025-09-04 22:00:00,144,0,86,30.7
2025-09-04 23:00:00,150,0,113,30.8
2025-09-05 00:00:00,142,0,123,30.5
2025-09-05 01:00:00,139,0,113,30.6
2025-09-05 02:00:00,139,0,96,30.6
2025-09-05 03:00:00,145,0,100,30.4
2025-09-05 04:00:00,115,0,97,30.5
2025-09-05 05:00:00,128,0,109,30.6
2025-09-05 06:00:00,67,0,92,26.2
2025-09-05 07:00:00,89,0,72.0,0
2025-09-05 08:00:00,125,0,34,20.7
2025-09-05 09:00:00,149,0,65,39.6
2025-09-05 10:00:00,104,0,113,30.7
2025-09-05 11:00:00,136,0,35,30.9
2025-09-05 12:00:00,130,0,0,30.3
2025-09-05 13:00:00,123,0,0,32.0
2025-09-05 14:00:00,15,0,,30
2025-09-05 15:00:00,118,0,0,0
2025-09-05 16:00:00,146,0,0,40
2025-09-05 17:00:00,133,0,0,31
2025-09-05 18:00:00,136,0,0,30
2025-09-05 19:00:00,123,0,0,31
2025-09-05 20:00:00,129,0,0,31
2025-09-05 21:00:00,110,0,0,31
2025-09-05 22:00:00,42,0,0,15
2025-09-05 23:00:00,,0,0,10
2025-09-06 00:00:00,0,0,0,40
2025-09-06 01:00:00,0,0,0,13
2025-09-06 02:00:00,0,0,0,
2025-09-06 03:00:00,0,0,0,0
2025-09-06 04:00:00,0,0,0,0
2025-09-06 05:00:00,0,0,0,0
2025-09-06 06:00:00,0,0,0,0
2025-09-06 07:00:00,0,0,0,0
2025-09-06 08:00:00,0,0,0,0
2025-09-06 09:00:00,0,0,0,0
2025-09-06 10:00:00,0,0,0,0
2025-09-06 11:00:00,0,0,0,0
2025-09-06 12:00:00,0,0,0,0
2025-09-06 13:00:00,0,0,0,0
2025-09-06 14:00:00,0,0,0,0
2025-09-06 15:00:00,0,0,0,0
2025-09-06 16:00:00,0,0,0,0
2025-09-06 17:00:00,0,0,0,0
2025-09-06 18:00:00,0,0,0,0
2025-09-06 19:00:00,0,0,0,0
2025-09-06 20:00:00,0,0,0,0
2025-09-06 21:00:00,0,0,0,0
2025-09-06 22:00:00,0,0,0,0
2025-09-06 23:00:00,0,0,0,0
2025-09-07 00:00:00,0,0,0,0
2025-09-07 01:00:00,0,0,0,0
2025-09-07 02:00:00,0,0,0,0
2025-09-07 03:00:00,0,0,0,0
2025-09-07 04:00:00,0,0,0,0
2025-09-07 05:00:00,0,0,0,0
2025-09-07 06:00:00,0,0,0,0
2025-09-07 07:00:00,0,0,0,0
2025-09-07 08:00:00,0,0,0,0
2025-09-07 09:00:00,0,0,0,0
2025-09-07 10:00:00,0,0,0,0
2025-09-07 11:00:00,0,0,0,0
2025-09-07 12:00:00,0,0,0,0
2025-09-07 13:00:00,0,0,0,0
2025-09-07 14:00:00,0,0,0,0
2025-09-07 15:00:00,0,0,0,0
2025-09-07 16:00:00,0,0,0,0
2025-09-07 17:00:00,0,0,0,0
2025-09-07 18:00:00,0,0,0,0
2025-09-07 19:00:00,0,0,0,0
2025-09-07 20:00:00,0,0,0,0
2025-09-07 21:00:00,0,0,0,0
2025-09-07 22:00:00,0,0,0,0
2025-09-07 23:00:00,0,0,0,0
2025-09-08 00:00:00,0,0,0,0
2025-09-08 01:00:00,0,0,0,0
2025-09-08 02:00:00,0,0,0,0
2025-09-08 03:00:00,0,0,0,0
2025-09-08 04:00:00,0,0,0,0
2025-09-08 05:00:00,0,0,0,0
2025-09-08 06:00:00,0,0,0,0
2025-09-08 07:00:00,0,0,0,0
2025-09-08 08:00:00,0,0,0,0
2025-09-08 09:00:00,0,0,0,0
2025-09-08 10:00:00,0,0,0,0
2025-09-08 11:00:00,0,0,0,0
2025-09-08 12:00:00,0,0,0,0
2025-09-08 13:00:00,0,0,0,0
2025-09-08 14:00:00,0,0,0,0
2025-09-08 15:00:00,0,0,0,0
2025-09-08 16:00:00,0,0,0,0
2025-09-08 17:00:00,0,0,0,0
2025-09-08 18:00:00,0,0,0,0
2025-09-08 19:00:00,0,0,0,0
2025-09-08 20:00:00,0,0,0,0
2025-09-08 21:00:00,0,0,0,0
2025-09-08 22:00:00,0,0,0,0
2025-09-08 23:00:00,0,0,0,0
2025-09-09 00:00:00,0,0,0,0
2025-09-09 01:00:00,0,0,0,0
2025-09-09 02:00:00,0,0,0,0
2025-09-09 03:00:00,0,0,0,0
2025-09-09 04:00:00,0,0,0,0
2025-09-09 05:00:00,0,0,0,0
2025-09-09 06:00:00,0,0,0,0
2025-09-09 07:00:00,0,0,0,0
2025-09-09 08:00:00,0,0,0,0
2025-09-09 09:00:00,0,0,0,0
2025-09-09 10:00:00,0,0,0,0
2025-09-09 11:00:00,0,0,0,0
2025-09-09 12:00:00,0,0,0,0
2025-09-09 13:00:00,0,0,0,0
2025-09-09 14:00:00,0,0,0,0
2025-09-09 15:00:00,0,0,0,0
2025-09-09 16:00:00,0,0,0,0
2025-09-09 17:00:00,0,0,0,0
2025-09-09 18:00:00,0,0,0,0
2025-09-09 19:00:00,0,0,0,0
2025-09-09 20:00:00,16.5,0,0.800,0
2025-09-09 21:00:00,67.2,0,73.3,0
2025-09-09 22:00:00,132,0,104,0
2025-09-09 23:00:00,114,0,33.9,44.7
2025-09-10 00:00:00,133,0,46.6,34.6
2025-09-10 01:00:00,128,0,94.3,30.4
2025-09-10 02:00:00,139,0,76.7,30.5
2025-09-10 03:00:00,135,0,94.2,39.1
2025-09-10 04:00:00,82.6,0,85.0,34.0
2025-09-10 05:00:00,144,0,75.6,34.2
2025-09-10 06:00:00,137,0,104,31.0
2025-09-10 07:00:00,139,0,129,30.3
2025-09-10 08:00:00,138,0,121,13.3
2025-09-10 09:00:00,122,0,135,20.0
2025-09-10 10:00:00,137,0,129,39.2
2025-09-10 11:00:00,148,0,122,31.1
2025-09-10 12:00:00,113,0,124,30.6
2025-09-10 13:00:00,133,0,102,30.2
2025-09-10 14:00:00,139,0,116,30.1
2025-09-10 15:00:00,135,0,88,30.5
2025-09-10 16:00:00,136,0,132,30.6
2025-09-10 17:00:00,41,0,94.0,30.7
2025-09-10 18:00:00,0,0,115,30.7
2025-09-10 19:00:00,0,0,126,30.7
2025-09-10 20:00:00,,0,131,30.7
2025-09-10 21:00:00,80.5,0,119,30.8
2025-09-10 22:00:00,172,0,64,12.2
2025-09-10 23:00:00,157,0,127,23.9
2025-09-11 00:00:00,174,0,127,40.4
2025-09-11 01:00:00,59.4,0,130,30.6
2025-09-11 02:00:00,149,0,20,33.8
2025-09-11 03:00:00,221,0,35,38.7
2025-09-11 04:00:00,192,0,109,31.3
2025-09-11 05:00:00,167,0,122,32.9
2025-09-11 06:00:00,173,0,109,31.2
2025-09-11 07:00:00,172,0,130,30.1
2025-09-11 08:00:00,34,0,132,3.00
2025-09-11 09:00:00,181,0,130,35
2025-09-11 10:00:00,159,0,127,33
2025-09-11 11:00:00,217,0,91,30
2025-09-11 12:00:00,180,0,95.0,36
2025-09-11 13:00:00,174,0,117,34
2025-09-11 14:00:00,184,0,126,31
2025-09-11 15:00:00,130,0,83,31
2025-09-11 16:00:00,169,0,73,31
2025-09-11 17:00:00,127,0,112,31
2025-09-11 18:00:00,217,0,133,30
2025-09-11 19:00:00,219,0,117,31
2025-09-11 20:00:00,187,0,132,31
2025-09-11 21:00:00,213,0,121,31
2025-09-11 22:00:00,191,0,121,30
2025-09-11 23:00:00,195,0,129,32
2025-09-12 00:00:00,209,0,132,38
2025-09-12 01:00:00,207,0,104,24
2025-09-12 02:00:00,190,0,133,0
2025-09-12 03:00:00,120,0,128,
2025-09-12 04:00:00,195,0,123,0
2025-09-12 05:00:00,113,0,107,0
2025-09-12 06:00:00,0,0,90,0
2025-09-12 07:00:00,12,0,127,0
2025-09-12 08:00:00,211,0,64,0
2025-09-12 09:00:00,152,0,0,0
2025-09-12 10:00:00,120,0,,0
2025-09-12 11:00:00,184,0,96.4,0
2025-09-12 12:00:00,124,0,112,0
2025-09-12 13:00:00,148,0,132,0
2025-09-12 14:00:00,118,0,103,0
2025-09-12 15:00:00,194,0,67.9,0
2025-09-12 16:00:00,195,0,0,0
2025-09-12 17:00:00,203,0,,0
2025-09-12 18:00:00,206,0,0,0
2025-09-12 19:00:00,207,0,0,0
2025-09-12 20:00:00,218,0,0,0
2025-09-12 21:00:00,209,0,0,0
2025-09-12 22:00:00,68,0,0,0
2025-09-12 23:00:00,0,0,0,0
2025-09-13 00:00:00,133,0,0,0
2025-09-13 01:00:00,194,0,0,0
2025-09-13 02:00:00,61,0,0,0
2025-09-13 03:00:00,,0,0,0
2025-09-13 04:00:00,0,0,0,0
2025-09-13 05:00:00,0,0,0,0
2025-09-13 06:00:00,0,0,0,0
2025-09-13 07:00:00,0,0,0,0
2025-09-13 08:00:00,0,0,0,0
2025-09-13 09:00:00,0,0,0,0
2025-09-13 10:00:00,0,0,0,0
2025-09-13 11:00:00,0,0,0,0
2025-09-13 12:00:00,0,0,0,0
2025-09-13 13:00:00,0,0,0,0
2025-09-13 14:00:00,0,0,0,0
2025-09-13 15:00:00,0,0,0,0
2025-09-13 16:00:00,0,0,0,0
2025-09-13 17:00:00,0,0,0,0
2025-09-13 18:00:00,0,0,0,0
2025-09-13 19:00:00,0,0,0,0
2025-09-13 20:00:00,0,0,0,0
2025-09-13 21:00:00,0,0,0,0
2025-09-13 22:00:00,0,0,0,0
2025-09-13 23:00:00,0,0,0,0
2025-09-14 00:00:00,0,0,0,0
2025-09-14 01:00:00,0,0,0,0
2025-09-14 02:00:00,0,0,0,0
2025-09-14 03:00:00,0,0,0,0
2025-09-14 04:00:00,0,0,0,0
2025-09-14 05:00:00,0,0,0,0
2025-09-14 06:00:00,0,0,0,0
2025-09-14 07:00:00,0,0,0,0
2025-09-14 08:00:00,0,0,0,0
2025-09-14 09:00:00,0,0,0,0
2025-09-14 10:00:00,0,0,0,0
2025-09-14 11:00:00,0,0,0,0
2025-09-14 12:00:00,0,0,0,0
2025-09-14 13:00:00,0,0,0,0
2025-09-14 14:00:00,0,0,0,0
2025-09-14 15:00:00,0,0,0,0
2025-09-14 16:00:00,0,0,0,0
2025-09-14 17:00:00,0,0,0,0
2025-09-14 18:00:00,0,0,0,0
2025-09-14 19:00:00,0,0,0,0
2025-09-14 20:00:00,0,0,0,0
2025-09-14 21:00:00,0,0,0,0
2025-09-14 22:00:00,0,0,0,0
2025-09-14 23:00:00,0,0,0,0
2025-09-15 00:00:00,0,0,0,0
2025-09-15 01:00:00,0,0,0,0
2025-09-15 02:00:00,0,0,0,0
2025-09-15 03:00:00,0,0,0,0
2025-09-15 04:00:00,0,0,0,0
2025-09-15 05:00:00,0,0,0,0
2025-09-15 06:00:00,0,0,0,0
2025-09-15 07:00:00,0,0,0,0
2025-09-15 08:00:00,0,0,0,0
2025-09-15 09:00:00,0,0,0,0
2025-09-15 10:00:00,0,0,0,0
2025-09-15 11:00:00,0,0,0,0
2025-09-15 12:00:00,0,0,0,0
2025-09-15 13:00:00,0,0,0,0
2025-09-15 14:00:00,0,0,0,0
2025-09-15 15:00:00,0,0,0,0
2025-09-15 16:00:00,0,0,0,0
2025-09-15 17:00:00,0,0,0,0
2025-09-15 18:00:00,0,0,0,0
2025-09-15 19:00:00,0,0,0,0
2025-09-15 20:00:00,0,0,0,0
2025-09-15 21:00:00,0,0,0,0
2025-09-15 22:00:00,0,0,0,0
2025-09-15 23:00:00,0,0,0,0
2025-09-16 00:00:00,0,0,0,0
2025-09-16 01:00:00,0,0,0,0
2025-09-16 02:00:00,0,0,0,0
2025-09-16 03:00:00,0,0,0,0
2025-09-16 04:00:00,0,0,0,0
2025-09-16 05:00:00,0,0,0,0
2025-09-16 06:00:00,0,0,0,0
2025-09-16 07:00:00,0,0,0,0
2025-09-16 08:00:00,0,0,0,0
2025-09-16 09:00:00,0,0,0,0
2025-09-16 10:00:00,0,0,0,0
2025-09-16 11:00:00,0,0,0,0
2025-09-16 12:00:00,0,0,0,0
2025-09-16 13:00:00,0,0,0,0
2025-09-16 14:00:00,0,0,0,0
2025-09-16 15:00:00,0,0,0,0
2025-09-16 16:00:00,0,0,0,0
2025-09-16 17:00:00,0,0,0,0
2025-09-16 18:00:00,0,0,0,0
2025-09-16 19:00:00,0,0,0,0
2025-09-16 20:00:00,0,0,5.80,0
2025-09-16 21:00:00,77.8,0,83.4,0
2025-09-16 22:00:00,160,0,135,0
2025-09-16 23:00:00,147,0,9.10,0
2025-09-17 00:00:00,130,0,108,0
2025-09-17 01:00:00,170,0,97.0,0
2025-09-17 02:00:00,125,0,123,0
2025-09-17 03:00:00,141,0,120,0
2025-09-17 04:00:00,161,0,86.4,0
2025-09-17 05:00:00,170,0,73.8,0
2025-09-17 06:00:00,163,0,123,0
2025-09-17 07:00:00,170,0,110,0
2025-09-17 08:00:00,165,52.9,102,0
2025-09-17 09:00:00,169,36.2,97,0
2025-09-17 10:00:00,169,58.7,120,0
2025-09-17 11:00:00,170,52.4,75,0
2025-09-17 12:00:00,159,76.8,120,0
2025-09-17 13:00:00,147,79.3,112,0
2025-09-17 14:00:00,162,76.3,109,0
2025-09-17 15:00:00,163,71.8,68,0
2025-09-17 16:00:00,163,46.7,111,0
2025-09-17 17:00:00,169,85.2,106,0
2025-09-17 18:00:00,171,70.6,130,0
2025-09-17 19:00:00,169,24.1,15,0
2025-09-17 20:00:00,145,0,12,0
2025-09-17 21:00:00,170,,27,0
2025-09-17 22:00:00,144,0,1,0
2025-09-17 23:00:00,178,0,67,0
2025-09-18 00:00:00,161,0,90,0
2025-09-18 01:00:00,169,0,121,0
2025-09-18 02:00:00,169,0,118,0
2025-09-18 03:00:00,161,0,92,0
2025-09-18 04:00:00,179,0,91,0
2025-09-18 05:00:00,148,0,116,0
2025-09-18 06:00:00,121,0,114,0
2025-09-18 07:00:00,115,35.0,129,0
2025-09-18 08:00:00,119,80.1,133,0
2025-09-18 09:00:00,37,42.7,125,0
2025-09-18 10:00:00,88,48.4,113,0
2025-09-18 11:00:00,128,49.5,132,0
2025-09-18 12:00:00,157,75.4,137,0
2025-09-18 13:00:00,165,72.4,85,0
2025-09-18 14:00:00,162,69.7,108,0
2025-09-18 15:00:00,159,42.1,110,0
2025-09-18 16:00:00,164,5.50,127,0
2025-09-18 17:00:00,144,0,111,0
2025-09-18 18:00:00,167,,86,0
2025-09-18 19:00:00,156,0,104,0
2025-09-18 20:00:00,169,0,121,0
2025-09-18 21:00:00,169,0,135,0
2025-09-18 22:00:00,159,0,125,0
2025-09-18 23:00:00,162,0,119,0
2025-09-19 00:00:00,155,0,60,0
2025-09-19 01:00:00,166,0,122,0
2025-09-19 02:00:00,169,0,,0
2025-09-19 03:00:00,167,0,25.7,0
2025-09-19 04:00:00,155,0,121,0
2025-09-19 05:00:00,154,0,103,0
2025-09-19 06:00:00,155,0,82.2,0
2025-09-19 07:00:00,90,0,84.0,0
2025-09-19 08:00:00,145,0,88.3,0
2025-09-19 09:00:00,169,4.88,104,0
2025-09-19 10:00:00,158,92.7,110,0
2025-09-19 11:00:00,162,115,80.2,0
2025-09-19 12:00:00,162,110,78.8,0
2025-09-19 13:00:00,139,113,112,0
2025-09-19 14:00:00,139,103,55.2,0
2025-09-19 15:00:00,160,103,0,0
2025-09-19 16:00:00,170,90.2,0,0
2025-09-19 17:00:00,160,96.4,,0
2025-09-19 18:00:00,170,98.1,0,0
2025-09-19 19:00:00,150,80.5,0,0
2025-09-19 20:00:00,150,,0,0
2025-09-19 21:00:00,150,0,0,0
2025-09-19 22:00:00,160,0,0,0
2025-09-19 23:00:00,150,0,0,0
2025-09-20 00:00:00,170,0,0,0
2025-09-20 01:00:00,160,0,0,0
2025-09-20 02:00:00,,0,0,0
2025-09-20 03:00:00,0,0,0,0
2025-09-20 04:00:00,0,0,0,0
2025-09-20 05:00:00,0,0,0,0
2025-09-20 06:00:00,0,0,0,0
2025-09-20 07:00:00,0,0,0,0
2025-09-20 08:00:00,0,0,0,0
2025-09-20 09:00:00,0,0,0,0
2025-09-20 10:00:00,0,0,0,0
2025-09-20 11:00:00,0,0,0,0
2025-09-20 12:00:00,0,0,0,0
2025-09-20 13:00:00,0,0,0,0
2025-09-20 14:00:00,0,0,0,0
2025-09-20 15:00:00,0,0,0,0
2025-09-20 16:00:00,0,0,0,0
2025-09-20 17:00:00,0,0,0,0
2025-09-20 18:00:00,0,0,0,0
2025-09-20 19:00:00,0,0,0,0
2025-09-20 20:00:00,0,0,0,0
2025-09-20 21:00:00,0,0,0,0
2025-09-20 22:00:00,0,0,0,0
2025-09-20 23:00:00,0,0,0,0
2025-09-21 00:00:00,0,0,0,0
2025-09-21 01:00:00,0,0,0,0
2025-09-21 02:00:00,0,0,0,0
2025-09-21 03:00:00,0,0,0,0
2025-09-21 04:00:00,0,0,0,0
2025-09-21 05:00:00,0,0,0,0
2025-09-21 06:00:00,0,0,0,0
2025-09-21 07:00:00,0,0,0,0
2025-09-21 08:00:00,0,0,0,0
2025-09-21 09:00:00,0,0,0,0
2025-09-21 10:00:00,0,0,0,0
2025-09-21 11:00:00,0,0,0,0
2025-09-21 12:00:00,0,0,0,0
2025-09-21 13:00:00,0,0,0,0
2025-09-21 14:00:00,0,0,0,0
2025-09-21 15:00:00,0,0,0,0
2025-09-21 16:00:00,0,0,0,0
2025-09-21 17:00:00,0,0,0,0
2025-09-21 18:00:00,0,0,0,0
2025-09-21 19:00:00,0,0,0,0
2025-09-21 20:00:00,0,0,0,0
2025-09-21 21:00:00,0,0,0,0
2025-09-21 22:00:00,0,0,0,0
2025-09-21 23:00:00,0,0,0,0
2025-09-22 00:00:00,0,0,0,0
2025-09-22 01:00:00,0,0,0,0
2025-09-22 02:00:00,0,0,0,0
2025-09-22 03:00:00,0,0,0,0
2025-09-22 04:00:00,0,0,0,0
2025-09-22 05:00:00,0,0,0,0
2025-09-22 06:00:00,0,0,0,0
2025-09-22 07:00:00,0,0,0,0
2025-09-22 08:00:00,0,0,0,0
2025-09-22 09:00:00,0,0,0,0
2025-09-22 10:00:00,0,0,0,0
2025-09-22 11:00:00,0,0,0,0
2025-09-22 12:00:00,0,0,0,0
2025-09-22 13:00:00,0,0,0,0
2025-09-22 14:00:00,0,0,0,0
2025-09-22 15:00:00,0,0,0,0
2025-09-22 16:00:00,0,0,0,0
2025-09-22 17:00:00,0,0,0,0
2025-09-22 18:00:00,0,0,0,0
2025-09-22 19:00:00,0,0,0,0
2025-09-22 20:00:00,0,0,0,0
2025-09-22 21:00:00,0,0,0,0
2025-09-22 22:00:00,0,0,0,0
2025-09-22 23:00:00,0,0,0,0
2025-09-23 00:00:00,0,0,0,0
2025-09-23 01:00:00,0,0,0,0
2025-09-23 02:00:00,0,0,0,0
2025-09-23 03:00:00,0,0,0,0
2025-09-23 04:00:00,0,0,0,0
2025-09-23 05:00:00,0,0,0,0
2025-09-23 06:00:00,0,0,0,0
